wavenumber,cross_sec
30069.6,4.98E-20
30069.7,5.41E-20
30069.8,6.13E-20
30069.9,3.96E-20
30070,2.10E-20
30070.1,2.29E-20
30070.2,2.70E-20
30070.3,2.82E-20
30070.4,3.31E-20
30070.5,3.86E-20
30070.6,2.65E-20
30070.7,1.81E-20
30070.8,2.31E-20
30070.9,2.56E-20
30071,2.77E-20
30071.1,3.15E-20
30071.2,3.20E-20
30071.3,2.90E-20
30071.4,2.60E-20
30071.5,2.14E-20
30071.6,2.85E-20
30071.7,3.33E-20
30071.8,2.74E-20
30071.9,2.37E-20
30072,1.80E-20
30072.1,8.96E-21
30072.2,7.27E-21
30072.3,1.30E-20
30072.4,1.73E-20
30072.5,1.51E-20
30072.6,1.56E-20
30072.7,1.77E-20
30072.8,1.68E-20
30072.9,1.36E-20
30073,8.95E-21
30073.1,6.43E-21
30073.2,5.05E-21
30073.3,4.30E-21
30073.4,5.06E-21
30073.5,8.63E-21
30073.6,1.19E-20
30073.7,1.18E-20
30073.8,9.48E-21
30073.9,7.96E-21
30074,7.84E-21
30074.1,9.17E-21
30074.2,1.02E-20
30074.3,1.11E-20
30074.4,9.69E-21
30074.5,8.32E-21
30074.6,1.10E-20
30074.7,1.33E-20
30074.8,1.03E-20
30074.9,8.05E-21
30075,7.82E-21
30075.1,8.36E-21
30075.2,1.44E-20
30075.3,2.24E-20
30075.4,2.03E-20
30075.5,1.26E-20
30075.6,9.86E-21
30075.7,9.69E-21
30075.8,8.40E-21
30075.9,7.07E-21
30076,7.10E-21
30076.1,6.74E-21
30076.2,8.16E-21
30076.3,8.69E-21
30076.4,7.48E-21
30076.5,8.46E-21
30076.6,9.65E-21
30076.7,7.79E-21
30076.8,6.40E-21
30076.9,6.15E-21
30077,5.73E-21
30077.1,7.03E-21
30077.2,1.10E-20
30077.3,1.10E-20
30077.4,9.03E-21
30077.5,9.76E-21
30077.6,1.18E-20
30077.7,9.97E-21
30077.8,7.16E-21
30077.9,7.50E-21
30078,7.99E-21
30078.1,8.21E-21
30078.2,7.32E-21
30078.3,6.00E-21
30078.4,6.74E-21
30078.5,8.33E-21
30078.6,7.40E-21
30078.7,6.24E-21
30078.8,6.96E-21
30078.9,8.16E-21
30079,8.47E-21
30079.1,7.51E-21
30079.2,6.66E-21
30079.3,7.14E-21
30079.4,8.77E-21
30079.5,8.32E-21
30079.6,6.56E-21
30079.7,7.23E-21
30079.8,8.06E-21
30079.9,7.04E-21
30080,5.45E-21
30080.1,3.98E-21
30080.2,3.67E-21
30080.3,5.26E-21
30080.4,8.70E-21
30080.5,1.08E-20
30080.6,9.23E-21
30080.7,7.79E-21
30080.8,8.66E-21
30080.9,7.31E-21
30081,4.73E-21
30081.1,3.96E-21
30081.2,4.51E-21
30081.3,4.82E-21
30081.4,5.65E-21
30081.5,6.86E-21
30081.6,6.24E-21
30081.7,6.41E-21
30081.8,6.29E-21
30081.9,4.98E-21
30082,5.51E-21
30082.1,7.40E-21
30082.2,7.88E-21
30082.3,8.12E-21
30082.4,6.45E-21
30082.5,3.64E-21
30082.6,3.51E-21
30082.7,4.74E-21
30082.8,6.36E-21
30082.9,6.29E-21
30083,6.92E-21
30083.1,7.98E-21
30083.2,6.95E-21
30083.3,4.89E-21
30083.4,4.14E-21
30083.5,5.47E-21
30083.6,5.69E-21
30083.7,5.94E-21
30083.8,7.30E-21
30083.9,7.72E-21
30084,7.18E-21
30084.1,7.04E-21
30084.2,6.75E-21
30084.3,6.74E-21
30084.4,7.84E-21
30084.5,8.36E-21
30084.6,7.54E-21
30084.7,5.48E-21
30084.8,4.53E-21
30084.9,5.25E-21
30085,6.39E-21
30085.1,5.88E-21
30085.2,4.41E-21
30085.3,5.45E-21
30085.4,7.36E-21
30085.5,6.96E-21
30085.6,6.09E-21
30085.7,5.85E-21
30085.8,5.45E-21
30085.9,5.53E-21
30086,6.47E-21
30086.1,7.50E-21
30086.2,6.79E-21
30086.3,4.96E-21
30086.4,4.14E-21
30086.5,4.24E-21
30086.6,4.73E-21
30086.7,5.97E-21
30086.8,6.63E-21
30086.9,6.25E-21
30087,6.43E-21
30087.1,6.39E-21
30087.2,5.83E-21
30087.3,5.67E-21
30087.4,5.21E-21
30087.5,4.98E-21
30087.6,6.22E-21
30087.7,6.07E-21
30087.8,4.38E-21
30087.9,4.13E-21
30088,5.79E-21
30088.1,7.58E-21
30088.2,8.56E-21
30088.3,7.77E-21
30088.4,5.99E-21
30088.5,4.75E-21
30088.6,4.26E-21
30088.7,3.96E-21
30088.8,3.58E-21
30088.9,3.98E-21
30089,4.16E-21
30089.1,4.19E-21
30089.2,4.73E-21
30089.3,5.22E-21
30089.4,4.89E-21
30089.5,5.44E-21
30089.6,6.91E-21
30089.7,7.45E-21
30089.8,6.17E-21
30089.9,4.24E-21
30090,3.62E-21
30090.1,5.07E-21
30090.2,6.65E-21
30090.3,7.57E-21
30090.4,6.71E-21
30090.5,5.35E-21
30090.6,4.51E-21
30090.7,3.99E-21
30090.8,4.49E-21
30090.9,5.55E-21
30091,5.27E-21
30091.1,3.85E-21
30091.2,3.82E-21
30091.3,4.56E-21
30091.4,5.65E-21
30091.5,6.06E-21
30091.6,5.47E-21
30091.7,4.62E-21
30091.8,4.77E-21
30091.9,5.31E-21
30092,4.89E-21
30092.1,4.61E-21
30092.2,5.08E-21
30092.3,7.05E-21
30092.4,7.90E-21
30092.5,6.33E-21
30092.6,4.98E-21
30092.7,4.56E-21
30092.8,5.32E-21
30092.9,5.75E-21
30093,5.60E-21
30093.1,5.39E-21
30093.2,4.97E-21
30093.3,4.85E-21
30093.4,4.45E-21
30093.5,4.97E-21
30093.6,6.34E-21
30093.7,7.47E-21
30093.8,8.47E-21
30093.9,7.91E-21
30094,6.48E-21
30094.1,5.99E-21
30094.2,6.12E-21
30094.3,6.36E-21
30094.4,6.71E-21
30094.5,6.03E-21
30094.6,6.18E-21
30094.7,6.04E-21
30094.8,5.42E-21
30094.9,5.71E-21
30095,6.85E-21
30095.1,8.15E-21
30095.2,8.60E-21
30095.3,9.10E-21
30095.4,9.75E-21
30095.5,9.34E-21
30095.6,7.97E-21
30095.7,5.43E-21
30095.8,4.45E-21
30095.9,5.22E-21
30096,6.32E-21
30096.1,6.79E-21
30096.2,6.18E-21
30096.3,5.62E-21
30096.4,6.94E-21
30096.5,7.92E-21
30096.6,9.15E-21
30096.7,1.02E-20
30096.8,8.89E-21
30096.9,6.38E-21
30097,4.78E-21
30097.1,5.07E-21
30097.2,6.15E-21
30097.3,7.57E-21
30097.4,8.16E-21
30097.5,8.03E-21
30097.6,7.88E-21
30097.7,6.55E-21
30097.8,5.15E-21
30097.9,4.42E-21
30098,4.97E-21
30098.1,5.77E-21
30098.2,5.27E-21
30098.3,6.06E-21
30098.4,8.57E-21
30098.5,8.69E-21
30098.6,8.12E-21
30098.7,9.74E-21
30098.8,1.01E-20
30098.9,7.96E-21
30099,5.57E-21
30099.1,5.46E-21
30099.2,6.04E-21
30099.3,6.03E-21
30099.4,7.21E-21
30099.5,6.85E-21
30099.6,6.30E-21
30099.7,8.22E-21
30099.8,7.62E-21
30099.9,5.68E-21
30100,6.10E-21
30100.1,6.84E-21
30100.2,7.96E-21
30100.3,8.99E-21
30100.4,8.87E-21
30100.5,8.80E-21
30100.6,8.05E-21
30100.7,7.25E-21
30100.8,7.06E-21
30100.9,5.62E-21
30101,5.58E-21
30101.1,7.72E-21
30101.2,8.13E-21
30101.3,6.97E-21
30101.4,5.90E-21
30101.5,5.51E-21
30101.6,6.89E-21
30101.7,7.50E-21
30101.8,6.26E-21
30101.9,5.84E-21
30102,6.36E-21
30102.1,6.40E-21
30102.2,6.09E-21
30102.3,4.79E-21
30102.4,4.37E-21
30102.5,4.68E-21
30102.6,5.08E-21
30102.7,6.18E-21
30102.8,6.66E-21
30102.9,7.02E-21
30103,7.02E-21
30103.1,6.13E-21
30103.2,6.21E-21
30103.3,6.49E-21
30103.4,6.32E-21
30103.5,6.03E-21
30103.6,5.42E-21
30103.7,6.35E-21
30103.8,8.27E-21
30103.9,9.53E-21
30104,7.27E-21
30104.1,5.61E-21
30104.2,6.44E-21
30104.3,7.66E-21
30104.4,6.80E-21
30104.5,4.90E-21
30104.6,5.45E-21
30104.7,1.19E-20
30104.8,1.74E-20
30104.9,1.09E-20
30105,5.27E-21
30105.1,4.52E-21
30105.2,4.86E-21
30105.3,7.28E-21
30105.4,1.15E-20
30105.5,9.96E-21
30105.6,7.47E-21
30105.7,6.42E-21
30105.8,5.77E-21
30105.9,6.77E-21
30106,7.58E-21
30106.1,6.51E-21
30106.2,5.50E-21
30106.3,6.55E-21
30106.4,8.08E-21
30106.5,7.83E-21
30106.6,8.21E-21
30106.7,1.98E-20
30106.8,6.69E-20
30106.9,1.05E-19
30107,1.37E-19
30107.1,4.77E-19
30107.2,2.98E-18
30107.3,1.10E-17
30107.4,1.37E-17
30107.5,5.44E-18
30107.6,7.69E-19
30107.7,1.27E-19
30107.8,1.21E-19
30107.9,5.90E-20
30108,1.32E-20
30108.1,5.60E-21
30108.2,4.29E-21
30108.3,5.35E-21
30108.4,1.05E-20
30108.5,2.07E-20
30108.6,2.50E-20
30108.7,2.79E-20
30108.8,2.31E-20
30108.9,1.08E-20
30109,6.59E-21
30109.1,5.66E-21
30109.2,5.79E-21
30109.3,7.66E-21
30109.4,8.96E-21
30109.5,9.69E-21
30109.6,8.81E-21
30109.7,6.89E-21
30109.8,6.25E-21
30109.9,6.92E-21
30110,7.36E-21
30110.1,7.35E-21
30110.2,8.14E-21
30110.3,7.71E-21
30110.4,7.28E-21
30110.5,8.32E-21
30110.6,1.01E-20
30110.7,1.15E-20
30110.8,1.19E-20
30110.9,1.31E-20
30111,1.42E-20
30111.1,1.23E-20
30111.2,1.22E-20
30111.3,1.29E-20
30111.4,1.34E-20
30111.5,1.84E-20
30111.6,2.44E-20
30111.7,2.37E-20
30111.8,2.73E-20
30111.9,3.42E-20
30112,4.57E-20
30112.1,5.39E-20
30112.2,5.41E-20
30112.3,5.27E-20
30112.4,4.97E-20
30112.5,4.27E-20
30112.6,3.60E-20
30112.7,3.26E-20
30112.8,2.57E-20
30112.9,1.98E-20
30113,2.22E-20
30113.1,1.67E-20
30113.2,9.26E-21
30113.3,5.77E-21
30113.4,6.26E-21
30113.5,1.20E-20
30113.6,1.53E-20
30113.7,1.49E-20
30113.8,1.33E-20
30113.9,1.14E-20
30114,9.79E-21
30114.1,8.00E-21
30114.2,5.64E-21
30114.3,4.80E-21
30114.4,6.29E-21
30114.5,5.65E-21
30114.6,5.41E-21
30114.7,7.76E-21
30114.8,8.07E-21
30114.9,6.84E-21
30115,6.76E-21
30115.1,7.83E-21
30115.2,8.76E-21
30115.3,8.23E-21
30115.4,6.56E-21
30115.5,4.68E-21
30115.6,4.46E-21
30115.7,6.62E-21
30115.8,8.10E-21
30115.9,8.23E-21
30116,8.12E-21
30116.1,6.84E-21
30116.2,5.96E-21
30116.3,6.47E-21
30116.4,8.20E-21
30116.5,9.57E-21
30116.6,9.36E-21
30116.7,6.23E-21
30116.8,4.41E-21
30116.9,5.11E-21
30117,6.93E-21
30117.1,8.60E-21
30117.2,8.71E-21
30117.3,7.76E-21
30117.4,7.56E-21
30117.5,6.75E-21
30117.6,5.85E-21
30117.7,6.57E-21
30117.8,6.89E-21
30117.9,5.97E-21
30118,4.96E-21
